,comment,aggression,attack,attn_words
10,fuck u jimmy wales fuck fuck fuck,0.9992,0.9993,fuck fuck fuck fuck u
11,dick face go fuck your dick,0.9992,0.9992,fuck dick dick face go
12,fuck you fuck you keep blocking me i'll keep coming back are so fucking bored that you have to sit around and fuck with me on the goddamn computer get a life asshole,0.9991,0.9993,fuck fuck asshole fuck fucking
13,fuck you go suck some dog cock you fucking dick,0.9992,0.9992,fuck fucking suck cock dick
14,asshole licker fuck u asshole go fuck your own mother fuck fuck fuck fuck a duck fucked a you piece of shit go suck your own balls,0.9991,0.9992,fuck fuck fuck fuck fuck
15,fuck you penis penis penis,0.9992,0.9991,fuck penis penis penis you
16,fuck you fuck you you stupid bastard i don't care what you say,0.9992,0.9991,fuck fuck bastard stupid you
17,go fuck yourself you stupid cunt,0.9992,0.999,fuck cunt stupid yourself you
18,go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go,0.999,0.9993,fuck fuck fuck fuck fuck
19,nigger fuck you faggot,0.9991,0.999,fuck faggot nigger you
20,fuck you nerd fuck you get a life freak i will burn in hell now,0.999,0.9991,fuck fuck nerd you freak
21,fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit fuck you you piece of shit,0.9989,0.9993,fuck fuck fuck fuck fuck
22,fuck you asshole,0.9991,0.999,fuck asshole you
23,fuck off you monkey cock sucker,0.9991,0.999,fuck cock sucker off monkey
24,fuck you you bitch ass ho,0.9991,0.9989,fuck bitch ass you you
25,go fuck yourself bitch,0.9991,0.9989,fuck bitch yourself go
26,fuck you hey fuck you who the fuck checks nam for vandalism get a fucking life you turd bag,0.9989,0.9991,fuck fuck fuck fucking you
27,fuck u fuck you vandal,0.999,0.9989,fuck fuck u vandal you
28,fuck off you cunt,0.999,0.9988,fuck cunt off you
29,fuck you you piece of shit fuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of,0.9986,0.9992,fuck fuck shit piece you
30,shut the fuck up little bitch,0.9989,0.9989,fuck bitch shut up little
31,fuck you blow it out your ass suck my and kiss my anal ring you cunt,0.9989,0.9989,fuck suck cunt ass anal
32,fuck you fuck you retard son of a bitch your ass is bigger that u suck 10 dicks at the same time and drink all the cum your mom worked as a prostitute to buy for your dad that fucking retard you are a failure at all you do you should jump from the top of the empire state so the world becomes a better place you are the reason of the global warming you fart so much you everyone is with in a room you waste precious oxygen that should be used by better people you suck like all wikipedians fuck you ed,0.9988,0.999,fuck fuck retard bitch ass
33,fuck you you jerk you scum loser hehe,0.999,0.9987,fuck scum jerk loser you
34,idiot fuck you,0.9989,0.9988,fuck idiot you
35,your a fag fuck you nigger,0.9989,0.9988,fuck fag nigger you a
36,fuck you asshole fuck you you cum cock eating shit fucking asshole scumbag don't ever threaten to block me after the countless contributions i've made for this site you little shit i'll have you fired you useless son of a bitch,0.9988,0.9989,fuck fuck asshole fucking asshole
37,fuck you bitch kiss my ass you troll i hope you never return from your gay ass vacation fuck you,0.9989,0.9988,fuck bitch fuck ass kiss
38,fuck my stupid muslim ass,0.999,0.9987,fuck stupid ass my muslim
39,fuck u bastard turd,0.9988,0.9988,fuck bastard u turd
40,fuck u u stupid prick,0.9989,0.9987,fuck prick stupid u u
41,fuck off asshole go and get a life nerd,0.9988,0.9987,fuck asshole off go nerd
42,go fuck yourself you faggot,0.9989,0.9986,fuck faggot yourself you go
43,fuck and fuck you fuck this stupid site and the useless information filled with useless people,0.9988,0.9987,fuck fuck fuck stupid you
44,fag you are a fucking cock sucking bag,0.9988,0.9987,fucking cock sucking fag a
45,fuck you unfair asshole you dont even care for fairness just being a fucking asshole,0.9988,0.9987,fuck asshole asshole fucking you
